# p1 3 p2 3 r1 0.1 r2 0.1 sigma 1 T 1 b1 1 b2 -1 x0 0 Nt 12 Nth 16 m 12 lambda 1e-07
# Jbar1 3.69726789767 Jbar2 3.69726789767 Jvar1 0.396847000281 Jvar2 0.396847000281
# t Xbar Dbar1 Dbar2 Dbar1_perfect_info
0 7.1687734762e-29 8.83056942737 -8.83056942737 4.64692365239
0.005 6.2925964665e-15 8.78093547143 -8.78093547143 4.63930783607
0.01 9.73724179254e-15 8.73194464099 -8.73194464099 4.63162209542
0.015 1.11873431358e-14 8.68350748882 -8.68350748882 4.62386578465
0.02 1.13403174826e-14 8.63554866329 -8.63554866329 4.61603825185
0.025 1.0756869051e-14 8.58800521968 -8.58800521968 4.60813883885
0.03 9.87854812952e-15 8.54082508229 -8.54082508229 4.60016688118
0.035 9.04370424751e-15 8.49396564705 -8.49396564705 4.59212170799
0.04 8.5019411619e-15 8.44739251522 -8.44739251522 4.58400264198
0.045 8.42717591982e-15 8.40107834899 -8.40107834899 4.57580899933
0.05 8.92939920515e-15 8.35500184034 -8.35500184034 4.56754008962
0.055 1.00652293e-14 8.30914678489 -8.30914678489 4.55919521572
0.06 1.18473472846e-14 8.26350125321 -8.26350125321 4.55077367379
0.065 1.42528965567e-14 8.2180568519 -8.2180568519 4.54227475311
0.07 1.72309253718e-14 8.17280806775 -8.17280806775 4.53369773604
0.075 2.07089468838e-14 8.12775168835 -8.12775168835 4.52504189794
0.08 2.45986871004e-14 8.08288629286 -8.08288629285 4.51630650707
0.085 2.88010872501e-14 8.03821180722 -8.03821180721 4.50749082451
0.09 3.3210623294e-14 7.99372911822 -7.99372911822 4.49859410406
0.095 3.77190016882e-14 7.94943974134 -7.94943974134 4.48961559214
0.1 4.22182870265e-14 7.90534553735 -7.90534553735 4.48055452771
0.105 4.66035138438e-14 7.86144847338 -7.86144847338 4.47141014219
0.11 5.07748316544e-14 7.81775042384 -7.81775042384 4.46218165931
0.115 5.46392292197e-14 7.77425300762 -7.77425300762 4.45286829504
0.12 5.81118810879e-14 7.7309574574 -7.7309574574 4.4434692575
0.125 6.11171566234e-14 7.68786451801 -7.68786451801 4.43398374682
0.13 6.3589329037e-14 7.64497437036 -7.64497437036 4.42441095503
0.135 6.54730193424e-14 7.60228657793 -7.60228657793 4.41475006598
0.14 6.67234076919e-14 7.55980005331 -7.55980005331 4.40500025521
0.145 6.7306242184e-14 7.51751304185 -7.51751304185 4.39516068979
0.15 6.7197672985e-14 7.47542312035 -7.47542312035 4.38523052825
0.155 6.63839374622e-14 7.4335272085 -7.4335272085 4.37520892045
0.16 6.48609199831e-14 7.39182159099 -7.39182159099 4.36509500741
0.165 6.26336080944e-14 7.35030194865 -7.35030194865 4.3548879212
0.17 5.97154649476e-14 7.30896339677 -7.30896339677 4.34458678483
0.175 5.61277360912e-14 7.26780052919 -7.26780052919 4.33419071206
0.18 5.18987070857e-14 7.22680746679 -7.22680746679 4.32369880728
0.185 4.70629268326e-14 7.18597790909 -7.18597790909 4.31311016536
0.19 4.16604100193e-14 7.1453051879 -7.1453051879 4.30242387149
0.195 3.57358306854e-14 7.10478232199 -7.10478232199 4.29163900101
0.2 2.93377175923e-14 7.06440207205 -7.06440207205 4.28075461929
0.205 2.25176608383e-14 7.02415699493 -7.02415699493 4.26976978148
0.21 1.53295379924e-14 6.98403949674 -6.98403949674 4.25868353244
0.215 7.82876692822e-15 6.94404188407 -6.94404188408 4.24749490644
0.22 7.15915153477e-17 6.90415641298 -6.90415641299 4.23620292709
0.225 -7.88559463112e-15 6.86437533519 -6.86437533519 4.22480660706
0.23 -1.59868820299e-14 6.82469094128 -6.82469094128 4.21330494792
0.235 -2.41774333574e-14 6.78509560063 -6.78509560063 4.20169693993
0.24 -3.24040228965e-14 6.74558179775 -6.74558179775 4.18998156182
0.245 -4.06155253995e-14 6.70614216508 -6.70614216508 4.17815778059
0.25 -4.87633530043e-14 6.666769512 -6.66676951201 4.16622455123
0.255 -5.68018394419e-14 6.62745685006 -6.62745685006 4.15418081657
0.26 -6.46885713172e-14 6.58819741444 -6.58819741444 4.14202550694
0.265 -7.23846667428e-14 6.54898468175 -6.54898468175 4.12975754
0.27 -7.98550020537e-14 6.5098123841 -6.5098123841 4.11737582042
0.275 -8.70683877329e-14 6.47067451962 -6.47067451963 4.10487923965
0.28 -9.39976950391e-14 6.4315653597 -6.4315653597 4.09226667559
0.285 -1.00619935146e-13 6.39247945277 -6.39247945277 4.07953699236
0.29 -1.06916292882e-13 6.35341162524 -6.35341162524 4.06668903997
0.295 -1.12872117398e-13 6.3143569794 -6.3143569794 4.05372165399
0.3 -1.1847687231e-13 6.27531088873 -6.27531088873 4.04063365525
0.305 -1.23724048005e-13 6.23626899076 -6.23626899076 4.02742384951
0.31 -1.28611038987e-13 6.19722717773 -6.19722717773 4.01409102707
0.315 -1.33138989203e-13 6.15818158524 -6.15818158524 4.00063396246
0.32 -1.37312608403e-13 6.11912857922 -6.11912857922 3.98705141405
0.325 -1.41139962628e-13 6.08006474135 -6.08006474135 3.97334212364
0.33 -1.4463224196e-13 6.0409868533 -6.0409868533 3.95950481608
0.335 -1.47803508666e-13 6.00189187987 -6.00189187987 3.94553819884
0.34 -1.50670428872e-13 5.96277695144 -5.96277695144 3.93144096159
0.345 -1.53251990834e-13 5.92363934582 -5.92363934582 3.91721177573
0.35 -1.55569212863e-13 5.88447646977 -5.88447646977 3.90284929394
0.355 -1.57644843864e-13 5.84528584045 -5.84528584045 3.88835214969
0.36 -1.59503059357e-13 5.80606506691 -5.80606506691 3.87371895673
0.365 -1.61169155777e-13 5.76681183188 -5.76681183188 3.85894830857
0.37 -1.62669245705e-13 5.72752387408 -5.72752387408 3.84403877795
0.375 -1.64029956585e-13 5.68819897103 -5.68819897103 3.82898891627
0.38 -1.65278135318e-13 5.64883492282 -5.64883492282 3.81379725301
0.385 -1.66440561002e-13 5.60942953666 -5.60942953666 3.79846229512
0.39 -1.67543667932e-13 5.56998061261 -5.56998061261 3.78298252638
0.395 -1.68613280802e-13 5.53048593041 -5.53048593041 3.76735640679
0.4 -1.69674363894e-13 5.49094323758 -5.49094323758 3.75158237184
0.405 -1.70750785879e-13 5.45135023895 -5.45135023895 3.73565883188
0.41 -1.71865101667e-13 5.41170458758 -5.41170458758 3.71958417131
0.415 -1.73038352569e-13 5.3720038771 -5.3720038771 3.7033567479
0.42 -1.74289885877e-13 5.33224563571 -5.33224563571 3.68697489197
0.425 -1.75637194761e-13 5.29242732158 -5.29242732158 3.67043690562
0.43 -1.77095779241e-13 5.25254631993 -5.25254631993 3.65374106184
0.435 -1.78679028767e-13 5.2125999416 -5.2125999416 3.6368856037
0.44 -1.80398126828e-13 5.17258542322 -5.17258542322 3.61986874341
0.445 -1.82261977787e-13 5.13249992877 -5.13249992877 3.60268866143
0.45 -1.84277156008e-13 5.09234055279 -5.09234055279 3.58534350548
0.455 -1.86447877146e-13 5.05210432487 -5.05210432487 3.56783138958
0.46 -1.88775991361e-13 5.01178821551 -5.01178821552 3.55015039301
0.465 -1.91260998002e-13 4.97138914336 -4.97138914336 3.53229855925
0.47 -1.93900081229e-13 4.93090398349 -4.93090398349 3.51427389489
0.475 -1.9668816584e-13 4.8903295769 -4.8903295769 3.49607436852
0.48 -1.99617992495e-13 4.84966274096 -4.84966274096 3.47769790955
0.485 -2.02680211351e-13 4.80890028072 -4.80890028072 3.45914240704
0.49 -2.05863493057e-13 4.76803900105 -4.76803900105 3.44040570844
0.495 -2.09154655918e-13 4.72707571938 -4.72707571938 3.42148561835
0.5 -2.12538807953e-13 4.68600727897 -4.68600727897 3.40237989721
0.505 -2.15999502471e-13 4.64483056259 -4.64483056259 3.38308625997
0.51 -2.19518905746e-13 4.60354250646 -4.60354250646 3.36360237472
0.515 -2.23077975248e-13 4.56214011425 -4.56214011425 3.34392586128
0.52 -2.26656646883e-13 4.52062047121 -4.52062047121 3.3240542898
0.525 -2.30234029609e-13 4.47898075801 -4.47898075801 3.30398517925
0.53 -2.33788605781e-13 4.43721826439 -4.43721826439 3.28371599595
0.535 -2.37298435539e-13 4.39533040235 -4.39533040235 3.26324415204
0.54 -2.40741363541e-13 4.35331471888 -4.35331471888 3.24256700395
0.545 -2.4409522633e-13 4.31116890793 -4.31116890793 3.22168185081
0.55 -2.47338058657e-13 4.26889082169 -4.26889082169 3.20058593285
0.555 -2.50448297053e-13 4.22647848092 -4.22647848092 3.17927642981
0.56 -2.53404979006e-13 4.18393008429 -4.18393008429 3.15775045934
0.565 -2.56187936129e-13 4.14124401668 -4.14124401668 3.13600507529
0.57 -2.5877797974e-13 4.09841885623 -4.09841885623 3.11403726618
0.575 -2.61157077334e-13 4.05545338011 -4.05545338011 3.09184395349
0.58 -2.63308518522e-13 4.01234656908 -4.01234656908 3.06942199008
0.585 -2.65217069041e-13 3.96909761048 -3.96909761048 3.04676815858
0.59 -2.66869111566e-13 3.92570589991 -3.92570589991 3.02387916979
0.595 -2.6825277214e-13 3.88217104139 -3.88217104139 3.00075166117
0.6 -2.69358031113e-13 3.83849284601 -3.83849284601 2.9773821953
0.605 -2.7017681765e-13 3.79467132904 -3.79467132904 2.95376725846
0.61 -2.70703086921e-13 3.75070670561 -3.75070670561 2.92990325925
0.615 -2.70932879267e-13 3.70659938484 -3.70659938484 2.9057865273
0.62 -2.70864360738e-13 3.6623499625 -3.6623499625 2.88141331205
0.625 -2.7049784454e-13 3.61795921229 -3.61795921229 2.8567797817
0.63 -2.69835793101e-13 3.57342807574 -3.57342807574 2.83188202225
0.635 -2.68882800565e-13 3.52875765086 -3.52875765086 2.80671603668
0.64 -2.67645555722e-13 3.48394917952 -3.48394917952 2.78127774439
0.645 -2.66132785523e-13 3.43900403382 -3.43900403382 2.7555629807
0.65 -2.64355179464e-13 3.39392370145 -3.39392370145 2.72956749673
0.655 -2.62325295335e-13 3.34870977018 -3.34870977018 2.70328695942
0.66 -2.60057446935e-13 3.30336391171 -3.30336391171 2.67671695187
0.665 -2.57567574557e-13 3.25788786485 -3.25788786485 2.64985297404
0.67 -2.54873099192e-13 3.21228341849 -3.21228341849 2.62269044371
0.675 -2.51992761548e-13 3.16655239419 -3.16655239419 2.59522469794
0.68 -2.48946447167e-13 3.12069662887 -3.12069662887 2.56745099486
0.685 -2.45754999042e-13 3.07471795762 -3.07471795762 2.53936451602
0.69 -2.42440019295e-13 3.02861819693 -3.02861819693 2.51096036921
0.695 -2.39023661636e-13 2.98239912849 -2.98239912849 2.48223359188
0.7 -2.35528416422e-13 2.93606248379 -2.93606248379 2.45317915516
0.705 -2.31976890287e-13 2.8896099298 -2.8896099298 2.42379196856
0.71 -2.28391582419e-13 2.84304305583 -2.84304305583 2.39406688545
