# p1 0.3 p2 0.3 r1 0.1 r2 0.1 sigma 1 T 1 b1 1 b2 -1 x0 0 Nt 12 Nth 16 m 12 lambda 1e-07
# Jbar1 4.22689995727 Jbar2 4.22689995727 Jvar1 0.482224948769 Jvar2 0.482224948769
# t Xbar Dbar1 Dbar2 Dbar1_perfect_info
0 -1.47763508309e-28 9.81928894826 -9.81928894826 4.64692365239
0.005 4.67328729285e-14 9.76934670482 -9.76934670482 4.63930783607
0.01 7.73671788262e-14 9.71950610789 -9.71950610789 4.63162209542
0.015 9.53480227391e-14 9.66974985773 -9.66974985773 4.62386578465
0.02 1.03599921512e-13 9.62006350354 -9.62006350354 4.61603825185
0.025 1.04585115758e-13 9.57043510146 -9.57043510146 4.60813883885
0.03 1.00356945761e-13 9.52085490299 -9.52085490299 4.60016688118
0.035 9.2608606854e-14 9.47131507186 -9.47131507186 4.59212170799
0.04 8.27175848926e-14 9.42180942745 -9.42180942745 4.58400264198
0.045 7.17860580378e-14 9.37233321279 -9.37233321279 4.57580899933
0.05 6.06775371179e-14 9.32288288554 -9.32288288554 4.56754008962
0.055 5.0050003386e-14 9.27345593025 -9.27345593025 4.55919521572
0.06 4.03857894962e-14 9.2240506902 -9.2240506902 4.55077367379
0.065 3.20184369803e-14 9.1746662176 -9.1746662176 4.54227475311
0.07 2.51567514192e-14 9.12530214044 -9.12530214044 4.53369773604
0.075 1.99062648369e-14 9.0759585449 -9.0759585449 4.52504189794
0.08 1.6288303617e-14 9.02663587197 -9.02663587197 4.51630650707
0.085 1.42568494211e-14 8.97733482705 -8.97733482705 4.50749082451
0.09 1.37133701769e-14 8.92805630159 -8.92805630159 4.49859410406
0.095 1.45197881851e-14 8.87880130546 -8.87880130546 4.48961559214
0.1 1.65097427708e-14 8.82957090937 -8.82957090937 4.48055452771
0.105 1.94982956456e-14 8.78036619615 -8.78036619615 4.47141014219
0.11 2.32902182727e-14 8.73118822024 -8.73118822024 4.46218165931
0.115 2.76869919957e-14 8.6820379744 -8.6820379744 4.45286829504
0.12 3.24926435248e-14 8.63291636307 -8.63291636307 4.4434692575
0.125 3.75185305396e-14 8.58382418151 -8.58382418151 4.43398374682
0.13 4.25871846713e-14 8.5347621002 -8.5347621002 4.42441095503
0.135 4.75353119519e-14 8.48573065378 -8.48573065378 4.41475006598
0.14 5.22160439592e-14 8.43673023408 -8.43673023408 4.40500025521
0.145 5.65005263389e-14 8.38776108666 -8.38776108666 4.39516068979
0.15 6.02789251277e-14 8.33882331032 -8.33882331032 4.38523052825
0.155 6.3460925346e-14 8.28991685931 -8.28991685931 4.37520892045
0.16 6.59757906451e-14 8.24104154764 -8.24104154764 4.36509500741
0.165 6.77720473933e-14 8.19219705527 -8.19219705527 4.3548879212
0.17 6.88168514478e-14 8.14338293577 -8.14338293577 4.34458678483
0.175 6.90950909792e-14 8.09459862512 -8.09459862512 4.33419071206
0.18 6.86082740902e-14 8.0458434515 -8.0458434515 4.32369880728
0.185 6.73732455863e-14 7.99711664562 -7.99711664562 4.31311016536
0.19 6.54207731098e-14 7.94841735154 -7.94841735154 4.30242387149
0.195 6.27940389273e-14 7.89974463777 -7.89974463777 4.29163900101
0.2 5.95470699688e-14 7.85109750827 -7.85109750827 4.28075461929
0.205 5.57431352283e-14 7.8024749135 -7.8024749135 4.26976978148
0.21 5.14531363655e-14 7.75387576116 -7.75387576116 4.25868353244
0.215 4.67540142699e-14 7.70529892657 -7.70529892657 4.24749490644
0.22 4.17271914672e-14 7.65674326261 -7.65674326261 4.23620292709
0.225 3.6457067556e-14 7.60820760916 -7.60820760916 4.22480660706
0.23 3.1029582343e-14 7.55969080186 -7.55969080187 4.21330494792
0.235 2.55308590079e-14 7.51119168028 -7.51119168028 4.20169693993
0.24 2.00459374509e-14 7.46270909536 -7.46270909536 4.18998156182
0.245 1.46576059667e-14 7.41424191613 -7.41424191613 4.17815778059
0.25 9.44533752331e-15 7.36578903569 -7.36578903569 4.16622455123
0.255 4.48433521964e-15 7.31734937644 -7.31734937644 4.15418081657
0.26 -1.55310078315e-16 7.26892189452 -7.26892189452 4.14202550694
0.265 -4.40934835132e-15 7.22050558355 -7.22050558356 4.12975754
0.27 -8.21998502312e-15 7.17209947765 -7.17209947765 4.11737582042
0.275 -1.15363824475e-14 7.12370265363 -7.12370265363 4.10487923965
0.28 -1.43150502518e-14 7.07531423271 -7.07531423271 4.09226667559
0.285 -1.6520127448e-14 7.02693338137 -7.02693338137 4.07953699236
0.29 -1.81235600538e-14 6.97855931171 -6.97855931171 4.06668903997
0.295 -1.91051787046e-14 6.93019128123 -6.93019128123 4.05372165399
0.3 -1.94526813649e-14 6.88182859204 -6.88182859204 4.04063365525
0.305 -1.91615267945e-14 6.83347058956 -6.83347058956 4.02742384951
0.31 -1.82347448753e-14 6.78511666087 -6.78511666087 4.01409102707
0.315 -1.66826702766e-14 6.73676623253 -6.73676623253 4.00063396246
0.32 -1.45226062292e-14 6.68841876821 -6.68841876821 3.98705141405
0.325 -1.17784253968e-14 6.64007376585 -6.64007376585 3.97334212364
0.33 -8.48011498401e-15 6.59173075474 -6.59173075474 3.95950481608
0.335 -4.66327330408e-15 6.54338929224 -6.54338929224 3.94553819884
0.34 -3.68565057393e-16 6.49504896044 -6.49504896044 3.93144096159
