# p1 3 p2 3 r1 0.1 r2 0.1 sigma 1 T 1 b1 1 b2 -1 x0 0 Nt 16 Nth 24 m 16 lambda 1e-07
# Jbar1 3.69478889951 Jbar2 3.69478889951 Jvar1 0.396887860208 Jvar2 0.396887860208
# t Xbar Dbar1 Dbar2 Dbar1_perfect_info
0 3.94430452611e-30 8.82763928346 -8.82763928346 4.64692365239
0.005 5.27994435706e-16 8.77790665964 -8.77790665964 4.63930783607
0.01 6.57711647479e-16 8.72870735305 -8.72870735305 4.63162209542
0.015 5.56309850596e-16 8.67993883407 -8.67993883407 4.62386578465
0.02 3.417868031e-16 8.63153256544 -8.63153256544 4.61603825185
0.025 9.38661475653e-17 8.58344535866 -8.58344535866 4.60813883885
0.03 -1.37008499893e-16 8.53565241223 -8.53565241223 4.60016688118
0.035 -3.22307354648e-16 8.48814177283 -8.48814177283 4.59212170799
0.04 -4.49441823125e-16 8.44090999264 -8.44090999264 4.58400264198
0.045 -5.16978322051e-16 8.39395878473 -8.39395878473 4.57580899933
0.05 -5.308561396e-16 8.34729250442 -8.34729250442 4.56754008962
0.055 -5.01449225125e-16 8.30091630772 -8.30091630772 4.55919521572
0.06 -4.41331909101e-16 8.25483485861 -8.25483485861 4.55077367379
0.065 -3.63626652359e-16 8.20905147541 -8.20905147541 4.54227475311
0.07 -2.8082816502e-16 8.16356762284 -8.16356762284 4.53369773604
0.075 -2.04012771843e-16 8.11838267088 -8.11838267088 4.52504189794
0.08 -1.42354873752e-16 8.07349385419 -8.07349385419 4.51630650707
0.085 -1.02883897157e-16 8.02889637732 -8.02889637732 4.50749082451
0.09 -9.04253573069e-17 7.98458362036 -7.98458362036 4.49859410406
0.095 -1.07678704339e-16 7.94054740852 -7.94054740852 4.48961559214
0.1 -1.55392578593e-16 7.89677831628 -7.89677831628 4.48055452771
0.105 -2.32605074993e-16 7.8532659832 -7.8532659832 4.47141014219
0.11 -3.36922697861e-16 7.80999942371 -7.80999942371 4.46218165931
0.115 -4.64816963539e-16 7.76696731813 -7.76696731813 4.45286829504
0.12 -6.11922158605e-16 7.72415827549 -7.72415827549 4.4434692575
0.125 -7.73321660049e-16 7.6815610624 -7.6815610624 4.43398374682
0.13 -9.43813538862e-16 7.63916479456 -7.63916479456 4.42441095503
0.135 -1.1181489628e-15 7.59695908962 -7.59695908962 4.41475006598
0.14 -1.2912392456e-15 7.55493418196 -7.55493418196 4.40500025521
0.145 -1.45832931174e-15 7.51308100096 -7.51308100096 4.39516068979
0.15 -1.61513690641e-15 7.47139121562 -7.47139121562 4.38523052825
0.155 -1.75795812459e-15 7.42985724872 -7.42985724872 4.37520892045
0.16 -1.8837408011e-15 7.38847226448 -7.38847226448 4.36509500741
0.165 -1.99012803243e-15 7.34723013374 -7.34723013374 4.3548879212
0.17 -2.07547462457e-15 7.30612538075 -7.30612538075 4.34458678483
0.175 -2.13883960868e-15 7.26515311566 -7.26515311566 4.33419071206
0.18 -2.17995816642e-15 7.22430895669 -7.22430895669 4.32369880728
0.185 -2.19919638269e-15 7.18358894558 -7.18358894558 4.31311016536
0.19 -2.19749221811e-15 7.14298945974 -7.14298945974 4.30242387149
0.195 -2.17628598544e-15 7.10250712409 -7.10250712409 4.29163900101
0.2 -2.13744344186e-15 7.06213872519 -7.06213872519 4.28075461929
0.205 -2.08317438601e-15 7.02188113003 -7.02188113003 4.26976978148
0.21 -2.01594939064e-15 6.98173121115 -6.98173121115 4.25868353244
0.215 -1.93841701788e-15 6.94168577976 -6.94168577976 4.24749490644
0.22 -1.85332356622e-15 6.90174152774 -6.90174152774 4.23620292709
0.225 -1.76343709432e-15 6.86189497948 -6.86189497948 4.22480660706
0.23 -1.67147716366e-15 6.82214245371 -6.82214245371 4.21330494792
0.235 -1.58005144646e-15 6.78248003567 -6.78248003567 4.20169693993
0.24 -1.49160006175e-15 6.74290355936 -6.74290355936 4.18998156182
0.245 -1.40834823513e-15 6.70340859944 -6.70340859944 4.17815778059
0.25 -1.33226762955e-15 6.66399047229 -6.66399047229 4.16622455123
0.255 -1.26504646801e-15 6.62464424538 -6.62464424538 4.15418081657
0.26 -1.20806836546e-15 6.58536475415 -6.58536475415 4.14202550694
0.265 -1.16239960798e-15 6.54614662539 -6.54614662539 4.12975754
0.27 -1.12878446247e-15 6.50698430604 -6.50698430604 4.11737582042
0.275 -1.10764796997e-15 6.46787209632 -6.46787209632 4.10487923965
0.28 -1.09910556944e-15 6.42880418619 -6.42880418619 4.09226667559
0.285 -1.10297881618e-15 6.38977469389 -6.38977469389 4.07953699236
0.29 -1.11881639846e-15 6.35077770563 -6.35077770563 4.06668903997
0.295 -1.14591961645e-15 6.31180731537 -6.31180731537 4.05372165399
0.3 -1.18337146747e-15 6.27285766376 -6.27285766376 4.04063365525
0.305 -1.23006847947e-15 6.2339229754 -6.2339229754 4.02742384951
0.31 -1.28475444861e-15 6.19499759363 -6.19499759363 4.01409102707
0.315 -1.34605526517e-15 6.15607601227 -6.15607601227 4.00063396246
0.32 -1.41251405303e-15 6.11715290365 -6.11715290365 3.98705141405
0.325 -1.48262589954e-15 6.07822314257 -6.07822314257 3.97334212364
0.33 -1.55487151297e-15 6.03928182581 -6.03928182581 3.95950481608
0.335 -1.62774921251e-15 6.00032428709 -6.00032428709 3.94553819884
0.34 -1.69980472875e-15 5.96134610714 -5.96134610714 3.93144096159
0.345 -1.76965836914e-15 5.92234311917 -5.92234311917 3.91721177573
0.35 -1.8360291821e-15 5.8833114096 -5.8833114096 3.90284929394
0.355 -1.89775583279e-15 5.8442473143 -5.8442473143 3.88835214969
0.36 -1.95381398302e-15 5.80514741074 -5.80514741074 3.87371895673
0.365 -2.0033300445e-15 5.76600850612 -5.76600850612 3.85894830857
0.37 -2.04559124929e-15 5.72682762217 -5.72682762217 3.84403877795
0.375 -2.08005205154e-15 5.68760197689 -5.68760197689 3.82898891627
0.38 -2.10633694027e-15 5.64832896377 -5.64832896377 3.81379725301
0.385 -2.12423980308e-15 5.60900612903 -5.60900612903 3.79846229512
0.39 -2.13372003487e-15 5.56963114746 -5.56963114746 3.78298252638
0.395 -2.13489563322e-15 5.53020179732 -5.53020179732 3.76735640679
0.4 -2.12803356287e-15 5.49071593495 -5.49071593495 3.75158237184
0.405 -2.11353770552e-15 5.45117146958 -5.45117146958 3.73565883188
0.41 -2.09193473761e-15 5.41156633885 -5.41156633885 3.71958417131
0.415 -2.06385829813e-15 5.37189848557 -5.37189848557 3.7033567479
0.42 -2.03003182115e-15 5.33216583616 -5.33216583616 3.68697489197
0.425 -1.99125041259e-15 5.29236628115 -5.29236628115 3.67043690562
0.43 -1.94836215031e-15 5.25249765813 -5.25249765813 3.65374106184
0.435 -1.90224917877e-15 5.21255773744 -5.21255773744 3.6368856037
0.44 -1.8538089565e-15 5.17254421084 -5.17254421084 3.61986874341
0.445 -1.80393599611e-15 5.13245468336 -5.13245468336 3.60268866143
0.45 -1.75350441339e-15 5.09228666842 -5.09228666842 3.58534350548
0.455 -1.70335157424e-15 5.05203758625 -5.05203758625 3.56783138958
0.46 -1.6542630974e-15 5.01170476574 -5.01170476574 3.55015039301
0.465 -1.60695943668e-15 4.97128544942 -4.97128544942 3.53229855925
0.47 -1.56208422985e-15 4.9307768016 -4.9307768016 3.51427389489
0.475 -1.52019456349e-15 4.89017591949 -4.89017591949 3.49607436852
0.48 -1.48175326366e-15 4.8494798469 -4.8494798469 3.47769790955
0.485 -1.44712328294e-15 4.80868559038 -4.80868559038 3.45914240704
0.49 -1.41656421483e-15 4.76779013741 -4.76779013741 3.44040570844
0.495 -1.39023092812e-15 4.72679047627 -4.72679047627 3.42148561835
0.5 -1.36817427673e-15 4.68568361719 -4.68568361719 3.40237989721
0.505 -1.35034380523e-15 4.6444666143 -4.6444666143 3.38308625997
0.51 -1.33659233743e-15 4.60313658813 -4.60313658813 3.36360237472
0.515 -1.32668230564e-15 4.56169074792 -4.56169074792 3.34392586128
0.52 -1.32029365129e-15 4.52012641362 -4.52012641362 3.3240542898
0.525 -1.31703310448e-15 4.47844103689 -4.47844103689 3.30398517925
0.53 -1.31644463086e-15 4.4366322208 -4.4366322208 3.28371599595
0.535 -1.31802081874e-15 4.3946977379 -4.3946977379 3.26324415204
0.54 -1.32121496857e-15 4.35263554606 -4.35263554606 3.24256700395
0.545 -1.32545363984e-15 4.31044380209 -4.31044380209 3.22168185081
0.55 -1.33014940838e-15 4.26812087254 -4.26812087254 3.20058593285
0.555 -1.3347135886e-15 4.22566534169 -4.22566534169 3.17927642981
0.56 -1.3385686814e-15 4.1830760164 -4.1830760164 3.15775045934
0.565 -1.34116031859e-15 4.14035192775 -4.14035192775 3.13600507529
0.57 -1.34196848841e-15 4.09749232945 -4.09749232945 3.11403726618
0.575 -1.34051784417e-15 4.05449669291 -4.05449669291 3.09184395349
0.58 -1.33638691885e-15 4.01136469926 -4.01136469926 3.06942199008
0.585 -1.32921609161e-15 3.96809622807 -3.96809622807 3.04676815858
0.59 -1.31871417847e-15 3.92469134345 -3.92469134345 3.02387916979
0.595 -1.30466354682e-15 3.88115027729 -3.88115027729 3.00075166117
0.6 -1.28692368332e-15 3.83747341037 -3.83747341037 2.9773821953
0.605 -1.26543317452e-15 3.79366125141 -3.79366125141 2.95376725846
0.61 -1.24021009087e-15 3.7497144146 -3.7497144146 2.92990325925
0.615 -1.21135079516e-15 3.70563359607 -3.70563359607 2.9057865273
0.62 -1.17902722685e-15 3.66141954974 -3.66141954974 2.88141331205
0.625 -1.14348274246e-15 3.61707306304 -3.61707306304 2.8567797817
0.63 -1.10502661984e-15 3.57259493314 -3.57259493314 2.83188202225
0.635 -1.06402735899e-15 3.52798594414 -3.52798594414 2.80671603668
0.64 -1.02090493489e-15 3.48324684571 -3.48324684571 2.78127774439
0.645 -9.76122176977e-16 3.43837833384 -3.43837833384 2.7555629807
0.65 -9.30175465996e-16 3.39338103413 -3.39338103413 2.72956749673
